,index,CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment,Cluster
413,413,2549.0,47,267,674198.0,3,4,4,344,Loyal customers,0
414,414,2544.0,184,29,58423.0,1,2,2,122,Hibernating,1
415,415,2542.0,134,18,32798.0,2,2,1,221,Hibernating,5
416,416,2535.0,92,180,422735.0,2,4,4,244,Can't loose them,5
417,417,2529.0,62,192,64540.0,2,4,2,242,Can't loose them,5
418,418,2524.0,3,293,333423.0,4,4,4,444,Champions,0
419,419,2512.0,115,26,152639.0,2,2,3,223,Hibernating,5
420,420,2509.0,66,70,150389.0,2,3,3,233,At risk,5
421,421,2506.0,17,302,677311.0,4,4,4,444,Champions,0
422,422,2500.0,25,128,75094.0,3,4,2,342,Loyal customers,5
423,423,2499.0,33,936,643587.0,3,4,4,344,Loyal customers,0
424,424,2492.0,41,288,400889.0,3,4,4,344,Loyal customers,0
425,425,2491.0,36,214,124914.0,3,4,3,343,Loyal customers,5
426,426,2486.0,3,237,200480.0,4,4,3,443,Champions,5
427,427,2483.0,34,171,321165.0,3,4,4,344,Loyal customers,5
428,428,2470.0,50,33,84261.0,3,2,2,322,Potential loyalists,5
429,429,2469.0,21,202,463589.0,3,4,4,344,Loyal customers,5
430,430,2466.0,89,155,367569.0,2,4,4,244,Can't loose them,5
431,431,2454.0,197,48,113133.0,1,3,3,133,At risk,1
432,432,2450.0,10,21,114576.0,4,2,3,423,Potential loyalists,5
433,433,2442.0,167,238,108545.0,1,4,3,143,Can't loose them,1
434,434,2440.0,107,119,270975.0,2,4,4,244,Can't loose them,5
435,435,2439.0,5,484,1561909.0,4,4,4,444,Champions,0
436,436,2438.0,136,25,57991.0,2,2,2,222,Hibernating,5
437,437,2431.0,5,155,378389.0,4,4,4,444,Champions,5
438,438,2428.0,117,34,72195.0,2,2,2,222,Hibernating,5
439,439,2426.0,44,185,452780.0,3,4,4,344,Loyal customers,5
440,440,2423.0,12,3,41200.0,4,1,2,412,New customers,5
441,441,2421.0,11,423,1311867.0,4,4,4,444,Champions,0
442,442,2419.0,11,41,189274.0,4,2,3,423,Potential loyalists,5
443,443,2409.0,13,410,929375.0,4,4,4,444,Champions,0
444,444,2405.0,107,77,168103.0,2,3,3,233,At risk,5
445,445,2397.0,24,123,89835.0,3,4,3,343,Loyal customers,5
446,446,2394.0,70,51,40660.0,2,3,2,232,At risk,5
447,447,2389.0,32,103,72413.0,3,4,2,342,Loyal customers,5
448,448,2388.0,5,215,318817.0,4,4,4,444,Champions,5
449,449,2386.0,11,323,520078.0,4,4,4,444,Champions,0
450,450,2374.0,61,56,70597.0,2,3,2,232,At risk,5
451,451,2369.0,8,702,685901.0,4,4,4,444,Champions,0
452,452,2365.0,115,29,11195.0,2,2,1,221,Hibernating,5
453,453,2363.0,8,41,75117.0,4,2,2,422,Potential loyalists,5
454,454,2361.0,174,75,62341.0,1,3,2,132,At risk,1
455,455,2360.0,20,83,93863.0,3,3,3,333,Loyal customers,5
456,456,2356.0,23,671,580213.0,3,4,4,344,Loyal customers,0
457,457,2346.0,65,214,259880.0,2,4,4,244,Can't loose them,5
458,458,2342.0,35,308,1774412.0,3,4,4,344,Loyal customers,0
459,459,2340.0,12,160,106323.0,4,4,3,443,Champions,5
460,460,2333.0,363,70,18190.0,1,3,1,131,At risk,1
461,461,2332.0,16,209,929772.0,4,4,4,444,Champions,0
462,462,2330.0,3,512,1622728.0,4,4,4,444,Champions,0
463,463,2328.0,22,125,189528.0,3,4,3,343,Loyal customers,5
464,464,2327.0,33,297,228333.0,3,4,4,344,Loyal customers,0
465,465,2326.0,30,35,95370.0,3,2,3,323,Potential loyalists,5
466,466,2325.0,96,154,391352.0,2,4,4,244,Can't loose them,5
467,467,2322.0,31,86,323168.0,3,3,4,334,Loyal customers,5
468,468,2320.0,162,88,41207.0,1,3,2,132,At risk,1
469,469,2313.0,3,77,60284.0,4,3,2,432,Champions,5
470,470,2307.0,339,157,121930.0,1,4,3,143,Can't loose them,1
471,471,2297.0,31,30,57288.0,3,2,2,322,Potential loyalists,5
472,472,2291.0,2,382,401137.0,4,4,4,444,Champions,0
473,473,2286.0,13,329,143512.0,4,4,3,443,Champions,0
474,474,2271.0,65,192,506797.0,2,4,4,244,Can't loose them,5
475,475,2267.0,27,99,163068.0,3,3,3,333,Loyal customers,5
476,476,2263.0,33,53,63803.0,3,3,2,332,Loyal customers,5
477,477,2252.0,6,84,213009.0,4,3,4,434,Champions,5
478,478,2250.0,271,10,17052.0,1,1,1,111,Hibernating,1
479,479,2246.0,15,302,797479.0,4,4,4,444,Champions,0
480,480,2244.0,10,36,189946.0,4,2,3,423,Potential loyalists,5
481,481,2242.0,41,117,156727.0,3,4,3,343,Loyal customers,5
482,482,2240.0,9,132,267090.0,4,4,4,444,Champions,5
483,483,2238.0,46,94,284987.0,3,3,4,334,Loyal customers,5
484,484,2228.0,5,551,1200418.0,4,4,4,444,Champions,0
485,485,2226.0,30,14,30164.0,3,1,1,311,Promising,5
486,486,2225.0,255,63,95772.0,1,3,3,133,At risk,1
487,487,2224.0,13,225,234901.0,4,4,4,444,Champions,5
488,488,2202.0,71,95,333721.0,2,3,4,234,At risk,5
489,489,2201.0,45,36,43453.0,3,2,2,322,Potential loyalists,5
490,490,2193.0,1,2379,8077245.0,4,4,4,444,Champions,4
491,491,2187.0,51,243,652637.0,3,4,4,344,Loyal customers,0
492,492,2184.0,3,191,529689.0,4,4,4,444,Champions,5
493,493,2183.0,11,39,78614.0,4,2,2,422,Potential loyalists,5
494,494,2182.0,51,194,458969.0,3,4,4,344,Loyal customers,5
495,495,2179.0,5,204,1047591.0,4,4,4,444,Champions,0
496,496,2178.0,31,58,146829.0,3,3,3,333,Loyal customers,5
497,497,2176.0,23,20,71014.0,3,2,2,322,Potential loyalists,5
498,498,2169.0,38,41,84316.0,3,2,2,322,Potential loyalists,5
499,499,2167.0,58,63,90357.0,2,3,3,233,At risk,5
500,500,2166.0,9,274,315032.0,4,4,4,444,Champions,0
501,501,2148.0,10,111,1374487.0,4,4,4,444,Champions,0
502,502,2143.0,67,34,79134.0,2,2,2,222,Hibernating,5
503,503,2140.0,45,78,232038.0,3,3,4,334,Loyal customers,5
504,504,2138.0,32,50,144318.0,3,3,3,333,Loyal customers,5
505,505,2137.0,2,99,196073.0,4,3,3,433,Champions,5
506,506,2123.0,52,117,253841.0,3,4,4,344,Loyal customers,5
507,507,2121.0,11,166,759560.0,4,4,4,444,Champions,5
508,508,2119.0,47,35,83914.0,3,2,2,322,Potential loyalists,5
509,509,2118.0,2,110,225525.0,4,4,4,444,Champions,5
510,510,2117.0,324,24,49987.0,1,2,2,122,Hibernating,1
511,511,2115.0,61,52,101157.0,2,3,3,233,At risk,5
512,512,2113.0,2,42,102479.0,4,3,3,433,Champions,5
513,513,2102.0,62,19,58743.0,2,2,2,222,Hibernating,5
514,514,2096.0,30,63,50620.0,3,3,2,332,Loyal customers,5
515,515,2092.0,19,93,323096.0,4,3,4,434,Champions,5
516,516,2082.0,20,29,38187.0,3,2,1,321,Potential loyalists,5
517,517,2080.0,4,710,2450131.0,4,4,4,444,Champions,0
518,518,2073.0,18,343,733153.0,4,4,4,444,Champions,0
519,519,2070.0,241,28,78932.0,1,2,2,122,Hibernating,1
520,520,2068.0,9,67,154054.0,4,3,3,433,Champions,5
521,521,2067.0,9,217,811774.0,4,4,4,444,Champions,0
522,522,2062.0,4,68,167603.0,4,3,3,433,Champions,5
523,523,2057.0,170,22,39328.0,1,2,2,122,Hibernating,1
524,524,2055.0,61,102,213247.0,2,4,4,244,Can't loose them,5
525,525,2053.0,27,127,1445062.0,3,4,4,344,Loyal customers,0
526,526,2049.0,51,28,58497.0,3,2,2,322,Potential loyalists,5
527,527,2047.0,246,14,30596.0,1,1,1,111,Hibernating,1
528,528,2043.0,19,21,40498.0,4,2,2,422,Potential loyalists,5
529,529,2041.0,10,99,479590.0,4,3,4,434,Champions,5
530,530,2039.0,24,35,110555.0,3,2,3,323,Potential loyalists,5
531,531,2038.0,246,28,55372.0,1,2,2,122,Hibernating,1
532,532,2037.0,142,57,141510.0,2,3,3,233,At risk,5
533,533,2036.0,315,17,40728.0,1,1,2,112,Hibernating,1
534,534,2035.0,18,100,199819.0,4,3,3,433,Champions,5
535,535,2034.0,20,101,290909.0,3,4,4,344,Loyal customers,5
536,536,2033.0,197,69,130605.0,1,3,3,133,At risk,1
537,537,2026.0,43,11,25253.0,3,1,1,311,Promising,5
538,538,2022.0,68,30,66679.0,2,2,2,222,Hibernating,5
539,539,2020.0,11,145,316242.0,4,4,4,444,Champions,5
540,540,2014.0,8,440,1244884.0,4,4,4,444,Champions,0
541,541,2012.0,78,27,101787.0,2,2,3,223,Hibernating,5
542,542,2010.0,11,54,127071.0,4,3,3,433,Champions,5
543,543,2003.0,38,155,387539.0,3,4,4,344,Loyal customers,5
544,544,2000.0,5,397,5953371.0,4,4,4,444,Champions,4
545,545,1998.0,41,237,163560.0,3,4,3,343,Loyal customers,5
546,546,1997.0,26,276,272777.0,3,4,4,344,Loyal customers,0
547,547,1995.0,13,114,40923.0,4,4,2,442,Champions,5
548,548,1989.0,66,97,49115.0,2,3,2,232,At risk,5
549,549,1985.0,20,453,914560.0,3,4,4,344,Loyal customers,0
550,550,1977.0,16,394,568742.0,4,4,4,444,Champions,0
551,551,1967.0,4,560,822436.0,4,4,4,444,Champions,0
552,552,1960.0,44,35,31470.0,3,2,1,321,Potential loyalists,5
553,553,1959.0,54,128,53611.0,2,4,2,242,Can't loose them,5
554,554,1957.0,13,182,156327.0,4,4,3,443,Champions,5
555,555,1954.0,16,1118,844492.0,4,4,4,444,Champions,0
556,556,1941.0,58,70,88638.0,2,3,3,233,At risk,5
557,557,1936.0,36,160,141602.0,3,4,3,343,Loyal customers,5
558,558,1935.0,69,34,170536.0,2,2,3,223,Hibernating,5
559,559,1934.0,31,37,20005.0,3,2,1,321,Potential loyalists,5
560,560,1922.0,13,85,40285.0,4,3,2,432,Champions,5
561,561,1921.0,26,55,39827.0,3,3,2,332,Loyal customers,5
562,562,1918.0,20,19,43892.0,3,2,2,322,Potential loyalists,5
563,563,1914.0,30,170,720314.0,3,4,4,344,Loyal customers,5
564,564,1912.0,34,364,1015948.0,3,4,4,344,Loyal customers,0
565,565,1908.0,5,40,116239.0,4,2,3,423,Potential loyalists,5
566,566,1904.0,51,44,100311.0,3,3,3,333,Loyal customers,5
567,567,1896.0,2,5674,18148261.0,4,4,4,444,Champions,3
568,568,1888.0,12,96,169733.0,4,3,3,433,Champions,5
569,569,1886.0,8,55,157640.0,4,3,3,433,Champions,5
570,570,1884.0,8,498,1354042.0,4,4,4,444,Champions,0
571,571,1875.0,132,15,127664.0,2,1,3,213,Hibernating,5
572,572,1871.0,79,47,89447.0,2,3,3,233,At risk,5
573,573,1865.0,9,71,101377.0,4,3,3,433,Champions,5
574,574,1862.0,11,97,1667131.0,4,3,4,434,Champions,0
575,575,1859.0,26,48,115916.0,3,3,3,333,Loyal customers,5
576,576,1851.0,25,9,51752.0,3,1,2,312,Promising,5
577,577,1845.0,64,130,407812.0,2,4,4,244,Can't loose them,5
578,578,1844.0,44,145,336793.0,3,4,4,344,Loyal customers,5
579,579,1843.0,54,138,421070.0,2,4,4,244,Can't loose them,5
580,580,1839.0,18,67,215095.0,4,3,4,434,Champions,5
581,581,1833.0,181,70,36502.0,1,3,1,131,At risk,1
582,582,1831.0,23,29,64970.0,3,2,2,322,Potential loyalists,5
583,583,1817.0,48,385,607608.0,3,4,4,344,Loyal customers,0
584,584,1815.0,54,12,24504.0,2,1,1,211,Hibernating,5
585,585,1814.0,2,1140,1117544.0,4,4,4,444,Champions,0
586,586,1812.0,3,80,166325.0,4,3,3,433,Champions,5
587,587,1809.0,17,46,111524.0,4,3,3,433,Champions,5
588,588,1795.0,3,1089,1450733.0,4,4,4,444,Champions,0
589,589,1793.0,9,135,313934.0,4,4,4,444,Champions,5
590,590,1787.0,5,102,190759.0,4,4,3,443,Champions,5
591,591,1784.0,16,38,98671.0,4,2,3,423,Potential loyalists,5
592,592,1783.0,10,235,614185.0,4,4,4,444,Champions,0
593,593,1772.0,43,54,162134.0,3,3,3,333,Loyal customers,5
594,594,1770.0,5,193,725233.0,4,4,4,444,Champions,0
595,595,1769.0,19,202,1145823.0,4,4,4,444,Champions,0
596,596,1767.0,48,45,51641.0,3,3,2,332,Loyal customers,5
597,597,1766.0,2,501,258769.0,4,4,4,444,Champions,0
598,598,1759.0,2,237,214233.0,4,4,4,444,Champions,5
599,599,1753.0,11,357,334341.0,4,4,4,444,Champions,0
600,600,1748.0,15,414,207627.0,4,4,3,443,Champions,0
601,601,1745.0,11,335,301607.0,4,4,4,444,Champions,0
602,602,1734.0,8,327,745863.0,4,4,4,444,Champions,0
603,603,1727.0,32,42,380500.0,3,3,4,334,Loyal customers,5
604,604,1726.0,17,102,79289.0,4,4,2,442,Champions,5
605,605,1722.0,242,170,168178.0,1,4,3,143,Can't loose them,1
606,606,1721.0,11,572,1181021.0,4,4,4,444,Champions,0
607,607,1717.0,29,168,107056.0,3,4,3,343,Loyal customers,5
608,608,1715.0,87,30,41033.0,2,2,2,222,Hibernating,5
609,609,1714.0,10,253,311145.0,4,4,4,444,Champions,0
610,610,1713.0,6,29,26782.0,4,2,1,421,Potential loyalists,5
611,611,1712.0,18,126,107454.0,4,4,3,443,Champions,5
612,612,1709.0,2,236,246076.0,4,4,4,444,Champions,5
613,613,1707.0,68,102,83133.0,2,4,2,242,Can't loose them,5
614,614,1704.0,3,2053,35536194.0,4,4,4,444,Champions,2
615,615,1703.0,157,30,77363.0,1,2,2,122,Hibernating,1
616,616,1697.0,53,172,368703.0,2,4,4,244,Can't loose them,5
617,617,1692.0,52,41,127888.0,3,2,3,323,Potential loyalists,5
618,618,1690.0,93,24,78302.0,2,2,2,222,Hibernating,5
619,619,1688.0,24,122,344789.0,3,4,4,344,Loyal customers,5
620,620,1687.0,197,53,106512.0,1,3,3,133,At risk,1
621,621,1685.0,33,133,109435.0,3,4,3,343,Loyal customers,5
622,622,1682.0,206,26,53200.0,1,2,2,122,Hibernating,1
623,623,1675.0,2,2698,1509813.0,4,4,4,444,Champions,0
624,624,1668.0,8,53,46017.0,4,3,2,432,Champions,5
625,625,1661.0,51,29,20956.0,3,2,1,321,Potential loyalists,5
626,626,1652.0,6,270,351415.0,4,4,4,444,Champions,0
627,627,1646.0,4,423,601307.0,4,4,4,444,Champions,0
628,628,1641.0,11,216,306003.0,4,4,4,444,Champions,5
629,629,1640.0,20,113,110956.0,3,4,3,343,Loyal customers,5
630,630,1634.0,4,366,528102.0,4,4,4,444,Champions,0
631,631,1622.0,3,518,544749.0,4,4,4,444,Champions,0
632,632,1617.0,38,18,54920.0,3,2,2,322,Potential loyalists,5
633,633,1616.0,3,971,955662.0,4,4,4,444,Champions,0
634,634,1615.0,20,291,572116.0,3,4,4,344,Loyal customers,0
635,635,1614.0,35,203,222070.0,3,4,4,344,Loyal customers,5
636,636,1606.0,109,12,54902.0,2,1,2,212,Hibernating,5
637,637,1601.0,18,316,237251.0,4,4,4,444,Champions,0
638,638,1600.0,18,799,729392.0,4,4,4,444,Champions,0
639,639,1597.0,20,623,318158.0,3,4,4,344,Loyal customers,0
640,640,1585.0,68,46,142084.0,2,3,3,233,At risk,5
641,641,1584.0,28,144,153550.0,3,4,3,343,Loyal customers,5
642,642,1583.0,39,47,19926.0,3,3,1,331,Loyal customers,5
643,643,1580.0,19,144,287824.0,4,4,4,444,Champions,5
644,644,1569.0,18,90,74019.0,4,3,2,432,Champions,5
645,645,1564.0,149,179,253190.0,1,4,4,144,Can't loose them,5
646,646,1554.0,12,20,41384.0,4,2,2,422,Potential loyalists,5
647,647,1549.0,2,51,193695.0,4,3,3,433,Champions,5
648,648,1533.0,100,29,54984.0,2,2,2,222,Hibernating,5
649,649,1532.0,11,206,129563.0,4,4,3,443,Champions,5
650,650,1531.0,4,124,278777.0,4,4,4,444,Champions,5
651,651,1529.0,2,590,736706.0,4,4,4,444,Champions,0
652,652,1524.0,93,193,136848.0,2,4,3,243,Can't loose them,5
653,653,1523.0,73,54,259829.0,2,3,4,234,At risk,5
654,654,1521.0,108,72,294027.0,2,3,4,234,At risk,5
655,655,1519.0,34,103,196884.0,3,4,3,343,Loyal customers,5
656,656,1513.0,3,350,433236.0,4,4,4,444,Champions,0
657,657,1508.0,33,140,213477.0,3,4,4,344,Loyal customers,5
658,658,1496.0,9,524,1156866.0,4,4,4,444,Champions,0
659,659,1495.0,109,69,452903.0,2,3,4,234,At risk,5
660,660,1493.0,32,118,269098.0,3,4,4,344,Loyal customers,5
661,661,1492.0,20,55,109881.0,3,3,3,333,Loyal customers,5
662,662,1490.0,80,33,82772.0,2,2,2,222,Hibernating,5
663,663,1481.0,121,60,127255.0,2,3,3,233,At risk,5
664,664,1478.0,23,21,88141.0,3,2,3,323,Potential loyalists,5
665,665,1477.0,46,129,287886.0,3,4,4,344,Loyal customers,5
666,666,1473.0,17,90,248572.0,4,3,4,434,Champions,5
667,667,1472.0,17,63,67259.0,4,3,2,432,Champions,5
668,668,1470.0,68,15,44714.0,2,1,2,212,Hibernating,5
669,669,1467.0,18,259,655085.0,4,4,4,444,Champions,0
670,670,1462.0,207,31,64807.0,1,2,2,122,Hibernating,1
671,671,1461.0,65,24,65239.0,2,2,2,222,Hibernating,5
672,672,1460.0,45,101,297457.0,3,4,4,344,Loyal customers,5
673,673,1455.0,89,180,406460.0,2,4,4,244,Can't loose them,5
674,674,1449.0,9,143,510589.0,4,4,4,444,Champions,5
675,675,1448.0,9,1636,7900365.0,4,4,4,444,Champions,4
676,676,1445.0,4,61,137983.0,4,3,3,433,Champions,5
677,677,1444.0,9,100,557435.0,4,3,4,434,Champions,5
678,678,1443.0,2,237,526528.0,4,4,4,444,Champions,0
679,679,1442.0,12,101,277766.0,4,4,4,444,Champions,5
680,680,1438.0,24,280,699832.0,3,4,4,344,Loyal customers,0
681,681,1433.0,16,224,511601.0,4,4,4,444,Champions,0
682,682,1431.0,55,29,67670.0,2,2,2,222,Hibernating,5
683,683,1423.0,51,52,139383.0,3,3,3,333,Loyal customers,5
684,684,1413.0,220,108,217525.0,1,4,4,144,Can't loose them,1
685,685,1402.0,50,35,169570.0,3,2,3,323,Potential loyalists,5
686,686,1383.0,54,112,284329.0,2,4,4,244,Can't loose them,5
687,687,1382.0,106,102,228327.0,2,4,4,244,Can't loose them,5
688,688,1371.0,5,579,1425416.0,4,4,4,444,Champions,0
689,689,1369.0,2,259,647781.0,4,4,4,444,Champions,0
690,690,1368.0,3,265,668644.0,4,4,4,444,Champions,0
691,691,1365.0,67,24,51181.0,2,2,2,222,Hibernating,5
692,692,1364.0,11,240,510188.0,4,4,4,444,Champions,0
693,693,1362.0,9,325,237192.0,4,4,4,444,Champions,0
694,694,1359.0,60,149,394867.0,2,4,4,244,Can't loose them,5
695,695,1352.0,88,52,297296.0,2,3,4,234,At risk,5
696,696,1350.0,216,108,136553.0,1,4,3,143,Can't loose them,1
697,697,1349.0,20,1203,688129.0,3,4,4,344,Loyal customers,0
698,698,1346.0,10,1384,12657119.0,4,4,4,444,Champions,4
699,699,1345.0,267,6,12968.0,1,1,1,111,Hibernating,1
700,700,1341.0,221,28,55953.0,1,2,2,122,Hibernating,1
701,701,1338.0,9,210,542129.0,4,4,4,444,Champions,5
702,702,1337.0,47,11,414756.0,3,1,4,314,Promising,5
703,703,1336.0,135,7,12842.0,2,1,1,211,Hibernating,5
704,704,1333.0,4,66,132154.0,4,3,3,433,Champions,5
705,705,1327.0,320,67,63884.0,1,3,2,132,At risk,1
706,706,1322.0,11,167,362428.0,4,4,4,444,Champions,5
707,707,1317.0,22,72,175489.0,3,3,3,333,Loyal customers,5
708,708,1314.0,26,160,375871.0,3,4,4,344,Loyal customers,5
709,709,1312.0,5,156,706082.0,4,4,4,444,Champions,5
710,710,1309.0,52,123,362951.0,3,4,4,344,Loyal customers,5
711,711,1308.0,240,74,170278.0,1,3,3,133,At risk,1
712,712,1304.0,138,26,22838.0,2,2,1,221,Hibernating,5
713,713,1303.0,17,250,421621.0,4,4,4,444,Champions,0
714,714,1301.0,5,5095,6154642.0,4,4,4,444,Champions,3
715,715,1299.0,8,214,510004.0,4,4,4,444,Champions,5
716,716,1296.0,11,589,5678995.0,4,4,4,444,Champions,4
717,717,1294.0,3,450,614012.0,4,4,4,444,Champions,0
718,718,1293.0,5,181,142996.0,4,4,3,443,Champions,5
719,719,1291.0,303,152,122315.0,1,4,3,143,Can't loose them,1
720,720,1281.0,64,52,56690.0,2,3,2,232,At risk,5
721,721,1278.0,10,111,1349698.0,4,4,4,444,Champions,0
722,722,1275.0,25,284,877086.0,3,4,4,344,Loyal customers,0
723,723,1274.0,2,1106,1031327.0,4,4,4,444,Champions,0
724,724,1268.0,32,54,111085.0,3,3,3,333,Loyal customers,5
725,725,1267.0,17,488,765738.0,4,4,4,444,Champions,0
726,726,1262.0,27,209,81035.0,3,4,2,342,Loyal customers,5
727,727,1253.0,8,143,405933.0,4,4,4,444,Champions,5
728,728,1251.0,19,243,307161.0,4,4,4,444,Champions,5
729,729,1249.0,63,6,13908.0,2,1,1,211,Hibernating,5
730,730,1244.0,17,39,86924.0,4,2,3,423,Potential loyalists,5
731,731,1242.0,162,161,542697.0,1,4,4,144,Can't loose them,1
732,732,1234.0,44,171,599457.0,3,4,4,344,Loyal customers,5
733,733,1222.0,20,234,565276.0,3,4,4,344,Loyal customers,0
734,734,1220.0,5,351,888245.0,4,4,4,444,Champions,0
735,735,1218.0,34,107,326702.0,3,4,4,344,Loyal customers,5
736,736,1215.0,74,54,121590.0,2,3,3,233,At risk,5
737,737,1212.0,32,338,331466.0,3,4,4,344,Loyal customers,0
738,738,1207.0,8,626,1124780.0,4,4,4,444,Champions,0
739,739,1200.0,6,152,127086.0,4,4,3,443,Champions,5
740,740,1199.0,155,33,40072.0,1,2,2,122,Hibernating,1
741,741,1196.0,218,136,405738.0,1,4,4,144,Can't loose them,1
742,742,1193.0,3,160,357665.0,4,4,4,444,Champions,5
743,743,1183.0,264,31,112988.0,1,2,3,123,Hibernating,1
744,744,1181.0,295,16,34377.0,1,1,1,111,Hibernating,1
745,745,1165.0,80,122,309891.0,2,4,4,244,Can't loose them,5
746,746,1163.0,73,149,367834.0,2,4,4,244,Can't loose them,5
747,747,1158.0,29,118,327607.0,3,4,4,344,Loyal customers,5
748,748,1156.0,298,21,91094.0,1,2,3,123,Hibernating,1
749,749,1145.0,8,178,2199752.0,4,4,4,444,Champions,0
750,750,1137.0,23,336,788778.0,3,4,4,344,Loyal customers,0
751,751,1136.0,6,115,348970.0,4,4,4,444,Champions,5
752,752,1130.0,248,20,39344.0,1,2,2,122,Hibernating,1
753,753,1124.0,10,110,932666.0,4,4,4,444,Champions,5
754,754,1122.0,99,80,238153.0,2,3,4,234,At risk,5
755,755,1115.0,59,206,430493.0,2,4,4,244,Can't loose them,5
756,756,1113.0,6,174,81863.0,4,4,2,442,Champions,5
757,757,1094.0,40,65,141461.0,3,3,3,333,Loyal customers,5
758,758,1093.0,44,33,62822.0,3,2,2,322,Potential loyalists,5
759,759,1091.0,29,32,100525.0,3,2,3,323,Potential loyalists,5
760,760,1074.0,368,7,28776.0,1,1,1,111,Hibernating,1
761,761,1072.0,13,115,107942.0,4,4,3,443,Champions,5
762,762,1068.0,1,193,2684902.0,4,4,4,444,Champions,0
763,763,1063.0,3,368,2048534.0,4,4,4,444,Champions,0
764,764,1062.0,71,207,202046.0,2,4,3,243,Can't loose them,5
765,765,1056.0,12,117,408638.0,4,4,4,444,Champions,5
766,766,1055.0,3,142,679382.0,4,4,4,444,Champions,5
767,767,1054.0,4,342,273036.0,4,4,4,444,Champions,0
768,768,1051.0,126,76,171521.0,2,3,3,233,At risk,5
769,769,1049.0,55,24,192831.0,2,2,3,223,Hibernating,5
770,770,1045.0,96,72,178646.0,2,3,3,233,At risk,5
771,771,1043.0,17,321,365661.0,4,4,4,444,Champions,0
772,772,1037.0,25,196,349776.0,3,4,4,344,Loyal customers,5
773,773,1032.0,30,20,42231.0,3,2,2,322,Potential loyalists,5
774,774,1028.0,132,85,306710.0,2,3,4,234,At risk,5
775,775,1027.0,37,28,67663.0,3,2,2,322,Potential loyalists,5
776,776,1026.0,118,43,101464.0,2,3,3,233,At risk,5
777,777,1024.0,250,12,42935.0,1,1,2,112,Hibernating,1
778,778,1023.0,33,102,234514.0,3,4,4,344,Loyal customers,5
779,779,1021.0,282,105,138027.0,1,4,3,143,Can't loose them,1
780,780,1017.0,4,336,802348.0,4,4,4,444,Champions,0
781,781,1012.0,7,134,302460.0,4,4,4,444,Champions,5
782,782,1007.0,32,90,329089.0,3,3,4,334,Loyal customers,5
783,783,1006.0,5,566,9375795.0,4,4,4,444,Champions,4
784,784,1004.0,25,53,210525.0,3,3,3,333,Loyal customers,5
785,785,987.0,61,12,10361.0,2,1,1,211,Hibernating,5
786,786,985.0,86,53,115390.0,2,3,3,233,At risk,5
787,787,979.0,44,166,380221.0,3,4,4,344,Loyal customers,5
788,788,976.0,17,96,224510.0,4,3,4,434,Champions,5
789,789,974.0,11,79,217747.0,4,3,4,434,Champions,5
790,790,971.0,33,28,64182.0,3,2,2,322,Potential loyalists,5
791,791,970.0,216,66,44292.0,1,3,2,132,At risk,1
792,792,966.0,37,63,125880.0,3,3,3,333,Loyal customers,5
793,793,963.0,25,146,260435.0,3,4,4,344,Loyal customers,5
794,794,953.0,319,23,50906.0,1,2,2,122,Hibernating,1
795,795,952.0,25,201,185589.0,3,4,3,343,Loyal customers,5
796,796,950.0,13,226,138266.0,4,4,3,443,Champions,5
797,797,939.0,109,128,249424.0,2,4,4,244,Can't loose them,5
798,798,937.0,65,58,137007.0,2,3,3,233,At risk,5
799,799,934.0,16,174,373642.0,4,4,4,444,Champions,5
800,800,928.0,26,83,207364.0,3,3,3,333,Loyal customers,5
801,801,926.0,25,46,100339.0,3,3,3,333,Loyal customers,5
802,802,923.0,13,341,301260.0,4,4,4,444,Champions,0
803,803,915.0,82,82,223467.0,2,3,4,234,At risk,5
804,804,912.0,6,175,80312.0,4,4,2,442,Champions,5
805,805,910.0,74,136,557387.0,2,4,4,244,Can't loose them,5
806,806,906.0,97,124,92920.0,2,4,3,243,Can't loose them,5
807,807,905.0,13,98,80303.0,4,3,2,432,Champions,5
808,808,904.0,40,87,35986.0,3,3,1,331,Loyal customers,5
809,809,901.0,3,179,447227.0,4,4,4,444,Champions,5
810,810,892.0,34,172,474106.0,3,4,4,344,Loyal customers,5
811,811,890.0,2,435,148043.0,4,4,3,443,Champions,0
812,812,887.0,86,38,87576.0,2,2,3,223,Hibernating,5
813,813,886.0,60,141,281865.0,2,4,4,244,Can't loose them,5
814,814,881.0,261,15,30664.0,1,1,1,111,Hibernating,1
815,815,874.0,65,22,38053.0,2,2,1,221,Hibernating,5
816,816,865.0,312,18,39471.0,1,2,2,122,Hibernating,1
817,817,858.0,79,69,142258.0,2,3,3,233,At risk,5
818,818,854.0,233,11,25433.0,1,1,1,111,Hibernating,1
